Job Title,Company,Location,Experience,Posted,Description,Skills
Analyst,eClerx,Palakkad,0-3 Yrs,6 days ago,Customer Service Analyst - Voice ProcessFull-time (FT) | Customer OperationsShift Timin...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Gurugram,0-3 Yrs,6 days ago,Customer Service Analyst - Voice ProcessFull-time (FT) | Customer OperationsShift Timin...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Panchkula,0-3 Yrs,6 days ago,Customer Service Analyst - Voice ProcessFull-time (FT) | Customer OperationsShift Timin...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Ahmedabad,0-3 Yrs,6 days ago,Customer Service Analyst - Voice ProcessFull-time (FT) | Customer OperationsShift Timin...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Gandhinagar,0-3 Yrs,6 days ago,Customer Service Analyst - Voice ProcessFull-time (FT) | Customer OperationsShift Timin...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Thane,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"root cause analysis, real time analysis, project management, incident management, customer service, troubleshooting, workforce management, problem management"
Analyst,eClerx,Manesar,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"root cause analysis, real time analysis, project management, incident management, customer service, troubleshooting, workforce management, problem management"
Analyst,eClerx,Mumbai Suburban,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"root cause analysis, real time analysis, project management, incident management, customer service, troubleshooting, workforce management, problem management"
Analyst,eClerx,Kharghar,0-3 Yrs,6 days ago,"The ideal candidate must possess strong communication skills, with an ability to listen...","root cause analysis, real time analysis, project management, incident management, customer service, troubleshooting, workforce management, problem management"
Analyst,eClerx,Panvel,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"root cause analysis, real time analysis, project management, incident management, customer service, troubleshooting, workforce management, problem management"
Analyst,eClerx,Tiruppur,0-3 Yrs,6 days ago,Role and responsibilities:Interaction with Techs in field to provide them real time sup...,"root cause analysis, real time analysis, incident management, information security, troubleshooting, workforce management, problem management, change management"
Analyst,eClerx,Sohna,0-3 Yrs,6 days ago,Role and responsibilities:Interaction with Techs in field to provide them real time sup...,"root cause analysis, real time analysis, incident management, information security, troubleshooting, workforce management, problem management, change management"
Analyst,eClerx,Bengaluru,0-3 Yrs,6 days ago,Role and responsibilities:Interaction with Techs in field to provide them real time sup...,"root cause analysis, real time analysis, incident management, information security, troubleshooting, workforce management, problem management, change management"
Analyst,eClerx,Ulhasnagar,0-3 Yrs,6 days ago,Role and responsibilities:Interaction with Techs in field to provide them real time sup...,"root cause analysis, real time analysis, incident management, information security, troubleshooting, workforce management, problem management, change management"
Analyst,eClerx,Chandigarh,0-3 Yrs,6 days ago,Role and responsibilities:Interaction with Techs in field to provide them real time sup...,"root cause analysis, real time analysis, incident management, information security, troubleshooting, workforce management, problem management, change management"
Analyst,eClerx,Coimbatore,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Navi Mumbai,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Pimpri-Chinchwad,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Bhiwani,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Baliapur,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Chand,0-3 Yrs,6 days ago,"The ideal candidate must possess strong communication skills, with an ability to listen...","Customer Service Analysis, assimilate process, Voice Process, Customer Operations, Troubleshooting, Operations, Process, Analysis"
Analyst,eClerx,Mumbai,0-3 Yrs,6 days ago,"The ideal candidate must possess strong communication skills, with an ability to listen...","Customer Service Analysis, assimilate process, Voice Process, Customer Operations, Troubleshooting, Process, Customer service, Analysis"
Analyst,eClerx,Noida,0-3 Yrs,6 days ago,"The ideal candidate must possess strong communication skills, with an ability to listen...","Customer Service Analysis, assimilate process, Voice Process, Customer Operations, Troubleshooting, Process, Customer service, Voice"
Analyst,eClerx,Tambaram,0-3 Yrs,6 days ago,"The ideal candidate must possess strong communication skills, with an ability to listen...","Customer Service Analysis, assimilate process, Voice Process, Customer Operations, Troubleshooting, Process, Customer service, Voice"
Analyst,eClerx,Mohali,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Dombivli,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Kharar,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Analyst,eClerx,Faridabad,0-3 Yrs,6 days ago,Shift Timings- Night Shift|Management Level- A| Travel - NAThe ideal candidate must pos...,"Customer Service, project management, inbound calls, inbound, information security, workforce management, problem management, root cause analysis"
Qualys Analyst,Leading Client,Gurugram,7-12 Yrs,6 days ago,StrongQualyshands-on knowledge / experience incl.QualysAgent (3y+)Good knowledge in Aut...,"Qualys Analysis, kubernetes, python, antivirus, network security, cmdb, microsoft azure, networking"
Qualys Analyst,Leading Client,Gurugram,7-12 Yrs,6 days ago,Qualys global infrastructure setup in place for Asset Inventory Vulnerability managemen...,"Qualys Analysis, Proxy, WSUS, Linux, Anti-Virus, IDS, WAF, Firewall"
Digitalization Analyst,Emerson,Chennai,5-10 Yrs,6 days ago,"Bachelor s degree in Engineering, Computer Science (BSc) & in Computer Application (BCA...","ERP, Data analysis, Project management, Stored procedures, Customer service, Oracle, Business intelligence, Data mining"
Premium Handler - Analyst,Hiring for TOP Prestigious MNC!,"Hybrid - Bengaluru, Mumbai (All Areas)",0-4 Yrs,6 days ago,Work Shift : Rotational shift. Primary Responsibilities : . Flexible with work shifts E...,"Premium Handler, BPO, Customer Support, Excellent Verbal And Written Communication Skills, Claims, Insurance, Customer Care, Microsoft"
Premium Handler - Analyst,Hiring for TOP Prestigious MNC!,"Hybrid - Bengaluru, Mumbai (All Areas)",0-4 Yrs,6 days ago,Flexible with work shifts Education : Bachelors or Masters degree (any discipline). Exp...,"Premium Handler, BPO, Customer Support, Excellent Verbal And Written Communication Skills, Claims, Insurance, Customer Care, Microsoft"
BOTT Analyst,Tekskills.Inc,"Hybrid - Hyderabad, Bengaluru",3-5 Yrs,1 week ago,Experience: 3-5 YearsExperience in Key Financial Reporting,"BOTT, Sap Ariba, Build Operate Transform Transfer, Coupa, P2P, Procurement, Build, Ariba"
Analyst - CIB EA,Barclays,Mumbai,1-11 Yrs,5 days ago,Requires in-depth technical knowledge and experience in their assigned area of expertis...,"Analyst, Administration, Payroll, Service excellence, Management, Continuous improvement, Individual Contributor, Operations"
MIS Executive,Club Oxygen,"Kochi, Chennai, Ahmedabad",1-2 Yrs,3+ weeks ago,"Skills required Proficient in MS office - especially - Excel, Good Analytical & Communi...","MIS, Report Generation, Management Reports, Data Analysis, MS Excel Proficiency, MIS Reporting, Management reporting, Reporting"
Research Analyst,Blockworks,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,3+ weeks ago,avc-backed is looking for Research Analyst to join our dynamic team and embark on a rew...,"financial analysis, business research, equity research, searching, research analysis, investment, market research, analysis"
Executive MIS,Stellapps,Bengaluru,2-4 Yrs,2 weeks ago,Regulatory and Audit Data Support: Provide required data sets and formats for internal ...,"MIS, Data Interpretation, Data Analysis, Data Entry, Data Validation, Report Generation, Excel, Data Management"
MIS Executive,Leading Client,Gurugram,3-7 Yrs,2 weeks ago,MIS Executive :- Gathering raw data from pertinent individuals in each department. Coll...,"vlookup, accounting, report writing, troubleshooting, crm, accounts receivable, accounts payable, data analysis"
MIS Executive,Leading Client,Gurugram,1-6 Yrs,2 weeks ago,"Job descriptionCandidate to be good at MIS..Data maintenance, Customer handling, Office...","documentation, billing, advanced excel, mis, data maintenance, hlookup, conditional formatting, macros"
MIS Executive(Female) - FMCG Company,Leading Client,Gurugram,1-6 Yrs,2 weeks ago,Experience 1 - 6 Years Industry Supply Chain Purchase Procurement Qualification Other B...,"documentation, advanced excel, mis, data maintenance, customer handling, hlookup, conditional formatting, macros"
Research Analyst,Cogsy Solutions,Hyderabad,0-2 Yrs,2 weeks ago,"Proven experience (6months to 2 years) in a research, data, or analytical role. Profici...","Excel, Secondary Research, Research Analysis, Primary Research, Research Reports, Financial Research, Qualitative Research, Report Writing"
Research Analyst (Oil and Hydrogen),Crisil,Mumbai,1-3 Yrs,2 weeks ago,"Analyze industry trends, competitive landscape and market positioning of key players. S...","analysts, industry reports, market quality, forecasting, research analysis, investment, market research, analysis"
MIS Executive - Hyderabad,Wipro,Hyderabad,1-5 Yrs,3 weeks ago,Prepare timely and accurate MIS reports and dashboards as required by the stakeholders,"MIS reporting, Google Sheets, data analysis, data reporting, MIS Executive, data management, mis generation, mis development"
MIS Executive,Leading Client,Mumbai,1-4 Yrs,2 weeks ago,Qualifications and Experience: A Bachelors degree is requiredA minimum of 1-4 years of ...,"data management, data analysis, documentation, recruitment, mis, hlookup, conditional formatting, macros"
